,name,id,content,retweets
147,Véronique MOREAU,‏@Noonoosch,@telmoro  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
148,Nabil,@sanjuane,"“@SylvieDuribreux: Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/#hollande … démission",0
149,Sylvie Duribreux,‏@SylvieDuribreux,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
150,rebecca,‏@colombe26,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
151,calot-laget,@CalotLaget,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
152,@ericstloup,@ericstloup,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
153,J.E.R.P.,‏@Hychtwn,"Hollande, Hidalgo, enfant caché et censure de Twitter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
154,Happy,@ArlKurios,"#Hollande &  #Hidalgo amants, enfant caché et censure !!! elle est belle la #Gauche -  http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",17
155,Christian Dubois,@cristianu7,"Hollande, Hidalgo, enfant caché et... CENSURE SUR TWITTER.. LE RESTE ON S'EN CONTREFICHE ! |http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",3
156,henri,‏@americain76,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
157,roger morzini,‏@RMorzini,24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
158,DULAC albert,‏@AlbertDULAC,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  .com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-",0
159,DULAC albert,‏@AlbertDULAC,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
160,Luna,‏@Luna_2B,"""@anclod15:Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …"" voilà la dictature socialo",5
161,Spidercauchois,‏@Spidercauchois,Pouvoir socialiste : La liberté d'expression en danger ? http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,1
162,anclod,@anclod15,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",4
163,Adishatz,‏@Adishatz93,La liberté d’expression ? Hypocrisie du #PS ? http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
164,Christian Dubois,‏@cristianu7,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://CENSURE.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",2
165,patron_pme,‏@patron_pme,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
166,Gisèle.B,‏@Gisele_B_,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",12
167,Stal,@staluego,"#Hollande, #Hidalgo, enfant caché et censure de Twitter #HidalgAuRevoir http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/",0
168,Paydrets,@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",2
169,LETALK,@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",4
170,Julien Nicolaï,‏@JulNicolai,"Hidalgo, ancienne maîtresse de Hollande (Après que Ségolène soit partit avec un certain ... Ayrault) : http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …#StopHidalgo",0
171,PAIELLA daniel,@PAIELLAdaniel,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
172,Manin ARCOS,‏@CyberManin,Aujourd'hui la France est opprimée par la Dictature Hollande qui confisque la Liberté d'Expression !  http://tinyurl.com/93nu6x2    #NS2017,4
173,blogdedroite,@blogdedroite,#onpc ne dira pas qu'il n'ya pas de primaire a gauche car Hollande pere du fils d'Hidalgo et Le Guen a eut la Region #Paris2014,3
174,blogdedroite,‏@blogdedroite,Inside info: Le Guen n'est pas candidat a Paris car Hollande pere du fils d'Hidalgo lui a promit le poste de Huchon a la Region #Paris2014,6
175,Dugomo,‏@Dugomo,@Valvert http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … mais on a pas le droit de le dire,0
176,Infrarouge,‏@Infrarouge3,"Fils caché, compagne non divorcée : François Hollande victime des rumeurs | Atlantico http://po.st/IeCZSU  via @po_st",0
177,Yann,‏@Ya94nn,@LeMondeDeTom @fredbresson http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
178,Christian Garcia,‏@chrisbalaruc,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://fb.me/1dAWyy7yX",0
179,Olivier Sourd,‏@blogtransfer,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
180,HonneurEtPatrie,‏@HonneurEtPatrie,@dan_romero_83 @nk_m  Fils caché compagne non divorcée Ces rumeurs sur François Hollande qui  prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-,
181,Disciple du Maître,@DiscipleDeJcElf,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4437",
182,Disciple du Maître,‏@DiscipleDeJcElf,@QuiotF oui et avec amanda lear aussi ? hoax .. http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
183,Sebastien,‏@SebGlotin,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
184,Galliera Jeannine,‏@Tuffeau,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
185,Vivien Hoch,@vivien_hoch,"Tant qu'on est au jeu des sept familles, c'est qui le fils caché de Hollande et Hidalgo ?",0
186,Alex R.,‏@alexswissr21,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
187,Daniel Delattre,‏@danieldelattre,"... RT @Mostengo: Hollande, Hidalgo, enfant caché et censure de Twitter http://flpbd.it/Gt4Zp",
188,Badr,@MrBadr94,@reda971 http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
189,BONELLI PATRICK,‏@BONELLIPATRICKK,MELI MELO http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
190,Christel Quil,@krysaldi83,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  #LaLibertédExpression #CestPasMaintenant http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
191,ervévéro,‏@ervevero35,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
192,Richard Zolwer,‏@rZolwer,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
193,UnGarsdelaMarine,‏@DdmCC69,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
194,lacauseuse,@lacauseuse,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
195,Paydrets,@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",5
196,Léa,‏@leacohenmiller,"Hollande, Hidalgo, enfant caché et censure de Twitter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …”",0
197,Stalker,@Wks_69,"""@Mostengo: Hollande, Hidalgo, enfant caché et censure de Twitter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …""",0
198,CHRISSCRAFT,‏@chrisscraft,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
199,Anne D.,@AnneDKNY,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
200,grandludo,@grandludo,“@Samuel_Lafont: Est-ce qu'@Anne_Hidalgo veut légiférer sur sa vie perso ? http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #MotsCroises @MotsCroises” Minable ...,1
201,Nat de Wolf,@ntwolfmother,“@Samuel_Lafont: Est-ce qu'@Anne_Hidalgo veut légiférer sur sa vie perso ?http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #MotsCroises @MotsCroises”RT,0
202,London Camara,‏@LondonCamara,Hidalgo-Hollande. http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
203,Xavier_ABL,@Xavier_ABL,#morandinisation RT @Samuel_Lafont: Est-ce qu'@Anne_Hidalgo veut légiférer sur sa vie perso ? http://bit.ly/RkYFMK,0
204,Bruno Roger-Petit,‏@B_Roger_Petit,Minable : “@Samuel_Lafont: Est-ce qu'@Anne_Hidalgo veut légiférer sur sa vie perso ? http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #MotsCroises @MotsCroises”,6
205,Samuel Lafont,@Samuel_Lafont,Est-ce qu'@Anne_Hidalgo veut légiférer sur sa vie perso ? http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #MotsCroises @MotsCroises,0
206,Akiratom,‏@akiratom,Hollande Hidalgo et la censure sur tweeter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
207,Larry caumajyk,‏@couipop,http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
208,Matt Ghetto,‏@delaLomb,"“@AlfredMichu: Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …” La censure socialiste.",0
209,S.Ðepierrepont,‏@poroot,"Hollande, Hidalgo, enfant caché et censure de Twitter : http://wat.tf/1BM0PmF  ""La liberté d’expression, c’est maintenant !""",0
210,Fr€d S.,@schumi84f1,"Hollande, Hidalgo, enfant caché et censure de Twitter -http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
211,DAMIEN_VALLET,‏@damiendhv,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
212,Hollandouille 1er,‏@hollandouille1e,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",6
213,Croquignol,@poupouye,"“@adrenaline1001: Hollande, Hidalgo, enfant caché et censure de Twitter !  Qui se sent morveux se mouche !! http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …”",0
214,johnpalissy,@johnpalissy,@adrenaline1001 C’est beau la démocratie socialiste ! [...] ces gens là ont voté les pleins pouvoirs au Maréchal Pétain…http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,0
215,Adrenaline ♈,‏@adrenaline1001,"RETOUR DE LA CENSURE SOCIALISTE :Hollande, Hidalgo, enfant caché et censure de Twitter !http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",2
216,Perez Illtone,@perezilltone,"Hollande, Hidalgo, enfant caché et censure de Twitter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
217,Rat_des_champs,@Rat_des_champs,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
218,roro,‏@bleuciel76,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
219,FEVE raoul,@FEVE62,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
220,Boudou,‏@mousquetaire2,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
221,emka,@EmkaMichel,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
222,New idea,@1TWITION,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
223,GUY FRANCOIS,‏@saphirquenzo,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
224,Socra François,@paquito_31,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",3
225,jackye guidi,‏@jackyeguidi,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
226,LETALK,@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
227,OLIVIER23BZH,@22OLIVIER23,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",5
228,Sergio,‏@Sergio06300,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
229,Hollandouille 1er,‏@hollandouille1e,"#Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
230,GauchBusteЯ,@mediadroite,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
231,GERMAIN,‏@GERMAIN25,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
232,LETALK,@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
233,Martin jean-Wilfried,@Jwmartin69100,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
234,Laufra François,@laufra2330,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",9
235,BERGER,‏@bergerbel,"Démocratie à la sauce socialo ? Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
236,LETALK,@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
237,Laurent,‏@loetfra,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
238,Adrenaline ♈,@adrenaline1001,"Hollande Hidalgo, enfant caché et censure de Twitter C’est beau la démocratie socialiste ...et la liberté d'expression http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",3
239,OLIVIER23BZH,@22OLIVIER23,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
240,Yannick THEZE,‏@YTHEZE,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
241,J.C Blanchard,@Blanchard2552,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
242,Socra François,@paquito_31,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
243,Manin ARCOS,@CyberManin,Aujourd'hui la France est opprimée par la Dictature Hollande qui confisque la Liberté d'Expression !  http://tinyurl.com/93nu6x2   #Koréa,0
244,Manin ARCOS,@CyberManin,"Sous Sarkozy la Parole était Libre, et la gôche était avide d'insultes à l'égard de la Présidence :   http://tinyurl.com/93nu6x2  .. #NS2017",2
245,Manin ARCOS,‏@CyberManin,France : Freedom of Expression nowadays? It is as if one Socialist has courage !  http://tinyurl.com/93nu6x2  ..  #NS2017 #fh2012 #tfb,0
246,39Jade39,@39jade39,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
247,Fab,@martin_fabien,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
248,arnaud dumont,@kamokireol,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
249,delphine raspadori,‏@daffy3107,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
250,Manin ARCOS,‏@CyberManin,La Liberté d'Expression de nos jours? C'est comme si un Socialo avait du Courage ...!   http://tinyurl.com/93nu6x2  ..  #NS2017 #fh2012 #tfb,2
251,Manin ARCOS,‏@CyberManin,France : Freedom of Expression nowadays? It is as if one Socialist has courage !  http://tinyurl.com/93nu6x2  ..  #NS2017 #fh2012  #Hollande,0
252,Manin ARCOS,‏@CyberManin,La Liberté d'Expression de nos jours? C'est comme si un Socialo avait du Courage ...!   http://tinyurl.com/93nu6x2  ..  #NS2017 #fh2012 #tfb,1
253,Manin ARCOS,‏@CyberManin,"Sous Sarkozy la Parole était Libre, et la gôche était avide d'insultes à l'égard de la Présidence :   http://tinyurl.com/93nu6x2  .. #NS2017",0
254,Manin ARCOS,‏@CyberManin,Avec Sarkozy la Liberté d'Expression Régnait et la gôche a diffamé sans arrêt la Présidence :  http://tinyurl.com/93nu6x2  #Hidalgo #NS2017,0
255,Duraton,‏@lamio53,"Censure NON ! Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
256,GuillaumeS06,@GuillaumeS06,"Aller, chiche, censurez-moi! Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
257,JLT67,‏@Jlt67J,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
258,P-F Freret,‏@cdmanagement,"Pour la peine... Hollande, Hidalgo, enfant caché et censure de Twitter http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
259,Philippe,@HAREL22,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",2
260,Monsieur Toulemonde,@chanamla,"""#Hollande #Hidalgo, enfant caché et censure de Twitter"" http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … Non au retour du terrorisme intellectuel ! #EtatPS #Résistance",1
261,Anne-Cécile,‏@AnnCcile,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://bit.ly/Sj1Jwv",1
262,Gertiane,‏@OudonCh,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
263,MaximusLugdunum,‏@mc_1220,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
264,guiRReno,‏@guiRReno,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",6
265,Colinou,@germaxco,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
266,Girard Jérome,‏@jerome13390,"Hollande, Hidalgo, enfant caché et censure de Twitter ça sent bon l'affaire Mazarine tous sa François Hollande... http://fb.me/ZiMjkogd",0
267,Sirven Voltaire,@SirvenV,"Après Pulvar, Aubry, Trierweiler, maintenant Hidalgo, le message des socialistes en place est clair : quiconque... http://fb.me/1LPdMyRrP",1
268,La Fusée Ariane,‏@Ariane56,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … C’est si beau la démocratie socialiste !",0
269,Gilbert Enaud,@gilbertenaud,"#Normal1er  #lahontedelafrance , Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
270,Cyberinfos-Tahitinui,‏@Cyberinfos987,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
271,sandtrooper,‏@sandtrooper7,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #hollande & la censure",0
272,Pascale_L,‏@P4scal_L,"Et #Hidalgo remplace bientôt #Aubry ? #Hollande, #Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
273,emilie amendola,@AmendolaEmilie,"Pourquoi personne n'en parle??? Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",5
274,LETALK,‏@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
275,La_gauche_m'a_tuer,@La_gauche_ma_tu,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
276,Frouteman,‏@Frouteman,@Anne_Hidalgo pourquoi censurer#Twitter?peur de la liberté d'expression?#Hollande #Hidalgo enfant caché et censure http://tinyurl.com/93nu6x2,6
277,Antoine,‏@hanpin18,Quelle est le problème des socialistes et de la gauche française avec la liberté d’expression ?: http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,1
278,Paydrets,‏@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …  retour de la censure socialiste",2
279,Paydrets,@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
